Time,CPU Util (%),GPU Util (%),GPU Mem Util (%),GPU Mem Used (MB),GPU Mem Total (MB)
0,0.0,1,19,515.78515625,6144.0
3,0.0,1,19,515.78515625,6144.0
6,0.0,1,19,515.78515625,6144.0
9,0.0,1,19,515.78515625,6144.0
12,5.641666666666667,1,19,515.78515625,6144.0
15,5.325,0,19,515.78515625,6144.0
18,4.508333333333334,7,1,2536.94140625,6144.0
21,0.65,10,3,3548.94140625,6144.0
24,0.6916666666666668,10,3,4572.94140625,6144.0
27,0.9083333333333333,14,22,4606.94140625,6144.0
30,1.0416666666666667,18,24,5480.94140625,6144.0
33,2.9499999999999997,11,22,6038.94140625,6144.0
36,7.591666666666666,100,2,6110.94140625,6144.0
39,7.766666666666667,100,2,6112.94140625,6144.0
42,8.375,93,23,6112.94140625,6144.0
45,8.549999999999999,94,24,6112.94140625,6144.0
48,8.5,96,21,6112.94140625,6144.0
51,8.375,96,22,6112.94140625,6144.0
54,8.766666666666667,95,24,6112.94140625,6144.0
57,8.85,97,19,6112.94140625,6144.0
60,8.333333333333334,97,22,6112.94140625,6144.0
63,8.674999999999999,96,22,6112.94140625,6144.0
66,8.716666666666667,97,18,6112.94140625,6144.0
69,8.333333333333334,97,17,6112.94140625,6144.0
72,8.933333333333334,97,19,6112.94140625,6144.0
75,8.591666666666667,96,24,6112.94140625,6144.0
78,8.375,96,23,6112.94140625,6144.0
81,8.591666666666667,96,24,6112.94140625,6144.0
84,8.716666666666667,96,24,6112.94140625,6144.0
87,8.5,94,23,6112.94140625,6144.0
90,9.799999999999999,96,24,6112.94140625,6144.0
93,16.616666666666667,100,2,6112.94140625,6144.0
96,16.658333333333335,100,2,6112.94140625,6144.0
99,16.658333333333335,100,2,6112.94140625,6144.0
102,16.658333333333335,100,2,6112.94140625,6144.0
105,16.658333333333335,100,2,6112.94140625,6144.0
108,16.741666666666667,100,2,6112.94140625,6144.0
111,16.658333333333335,100,2,6112.94140625,6144.0
114,16.658333333333335,100,2,6112.94140625,6144.0
117,13.841666666666667,98,11,6112.94140625,6144.0
120,8.808333333333334,97,21,6112.94140625,6144.0
123,8.458333333333334,97,22,6112.94140625,6144.0
126,8.633333333333333,97,20,6112.94140625,6144.0
129,8.591666666666667,97,21,6112.94140625,6144.0
132,8.549999999999999,97,20,6112.94140625,6144.0
135,8.591666666666667,97,21,6112.94140625,6144.0
138,10.541666666666666,99,5,6112.94140625,6144.0
141,10.708333333333334,99,5,6112.94140625,6144.0
144,13.450000000000001,99,5,6112.94140625,6144.0
147,11.191666666666668,99,5,6112.94140625,6144.0
150,10.891666666666666,99,6,6112.94140625,6144.0
153,13.575000000000001,99,5,6112.94140625,6144.0
156,10.241666666666667,99,5,6112.94140625,6144.0
159,11.883333333333333,99,5,6112.94140625,6144.0
162,11.191666666666668,99,5,6112.94140625,6144.0
165,11.716666666666667,99,5,6112.94140625,6144.0
168,12.15,99,5,6112.94140625,6144.0
171,10.841666666666667,99,5,6112.94140625,6144.0
174,12.058333333333332,99,5,6112.94140625,6144.0
177,10.625,99,5,6112.94140625,6144.0
180,10.841666666666667,99,5,6112.94140625,6144.0
183,12.708333333333334,99,5,6112.94140625,6144.0
186,11.758333333333333,99,5,6112.94140625,6144.0
189,11.716666666666667,99,5,6112.94140625,6144.0
192,12.15,99,5,6112.94140625,6144.0
195,11.450000000000001,99,5,6112.94140625,6144.0
198,13.016666666666666,99,5,6112.94140625,6144.0
201,11.450000000000001,99,5,6112.94140625,6144.0
204,11.933333333333332,99,5,6112.94140625,6144.0
207,11.716666666666667,99,5,6112.94140625,6144.0
210,11.541666666666666,99,5,6112.94140625,6144.0
213,12.15,99,5,6112.94140625,6144.0
216,13.058333333333332,99,5,6112.94140625,6144.0
219,12.491666666666667,99,5,6112.94140625,6144.0
222,12.316666666666668,99,5,6112.94140625,6144.0
225,12.450000000000001,99,5,6112.94140625,6144.0
228,11.275,99,5,6112.94140625,6144.0
231,12.450000000000001,99,5,6112.94140625,6144.0
234,10.283333333333333,99,5,6112.94140625,6144.0
237,13.575000000000001,99,5,6112.94140625,6144.0
240,12.316666666666668,99,5,6112.94140625,6144.0
243,11.583333333333334,99,5,6112.94140625,6144.0
246,11.325000000000001,99,5,6112.94140625,6144.0
249,12.058333333333332,99,5,6112.94140625,6144.0
252,12.924999999999999,99,5,6112.94140625,6144.0
255,12.883333333333333,99,5,6112.94140625,6144.0
258,11.966666666666667,99,5,6112.94140625,6144.0
261,11.933333333333332,99,4,6112.94140625,6144.0
264,12.666666666666666,99,5,6112.94140625,6144.0
267,12.491666666666667,99,5,6112.94140625,6144.0
270,12.883333333333333,99,4,6112.94140625,6144.0
273,12.15,99,5,6112.94140625,6144.0
276,13.058333333333332,99,5,6112.94140625,6144.0
279,11.708333333333334,99,5,6112.94140625,6144.0
282,9.366666666666667,100,1,6112.94140625,6144.0
285,8.333333333333334,100,1,6112.94140625,6144.0
288,8.333333333333334,100,1,6112.94140625,6144.0
291,8.325000000000001,100,1,6112.94140625,6144.0
294,8.333333333333334,100,1,6112.94140625,6144.0
297,8.333333333333334,100,1,6112.94140625,6144.0
300,8.283333333333333,100,1,6112.94140625,6144.0
303,9.283333333333333,100,1,6112.94140625,6144.0
306,16.658333333333335,100,1,6112.94140625,6144.0
309,16.658333333333335,100,1,6112.94140625,6144.0
312,16.7,100,1,6112.94140625,6144.0
315,16.658333333333335,100,1,6112.94140625,6144.0
318,16.658333333333335,100,1,6112.94140625,6144.0
321,16.658333333333335,100,1,6112.94140625,6144.0
324,16.658333333333335,100,1,6112.94140625,6144.0
327,16.658333333333335,100,1,6112.94140625,6144.0
330,16.658333333333335,100,1,6112.94140625,6144.0
333,16.658333333333335,100,1,6112.94140625,6144.0
336,16.658333333333335,100,1,6112.94140625,6144.0
339,16.658333333333335,100,1,6112.94140625,6144.0
342,16.658333333333335,100,1,6112.94140625,6144.0
345,16.741666666666667,100,1,6112.94140625,6144.0
348,16.658333333333335,100,1,6112.94140625,6144.0
351,16.658333333333335,100,1,6112.94140625,6144.0
354,16.658333333333335,100,1,6112.94140625,6144.0
357,16.658333333333335,100,1,6112.94140625,6144.0
360,14.533333333333333,100,2,6112.94140625,6144.0
363,12.575000000000001,99,5,6112.94140625,6144.0
366,11.366666666666667,99,5,6112.94140625,6144.0
369,11.583333333333334,99,5,6112.94140625,6144.0
372,12.491666666666667,99,5,6112.94140625,6144.0
375,11.924999999999999,99,4,6112.94140625,6144.0
378,12.533333333333333,99,5,6112.94140625,6144.0
381,11.799999999999999,99,5,6112.94140625,6144.0
384,13.316666666666668,99,5,6112.94140625,6144.0
387,12.058333333333332,99,4,6112.94140625,6144.0
390,12.1,99,4,6112.94140625,6144.0
393,12.975,99,4,6112.94140625,6144.0
396,11.325000000000001,99,4,6112.94140625,6144.0
399,13.191666666666668,99,4,6112.94140625,6144.0
402,11.191666666666668,99,4,6112.94140625,6144.0
405,12.841666666666667,99,4,6112.94140625,6144.0
408,12.316666666666668,99,4,6112.94140625,6144.0
411,12.491666666666667,99,4,6112.94140625,6144.0
414,12.316666666666668,99,4,6112.94140625,6144.0
417,12.183333333333332,99,5,6112.94140625,6144.0
420,11.5,99,5,6112.94140625,6144.0
423,12.533333333333333,99,4,6112.94140625,6144.0
426,12.316666666666668,99,5,6112.94140625,6144.0
429,12.708333333333334,99,5,6112.94140625,6144.0
432,12.841666666666667,99,5,6112.94140625,6144.0
435,13.358333333333334,99,5,6112.94140625,6144.0
438,11.533333333333333,99,5,6112.94140625,6144.0
441,13.883333333333333,99,4,6112.94140625,6144.0
444,12.233333333333334,99,5,6112.94140625,6144.0
447,12.791666666666666,99,4,6112.94140625,6144.0
450,9.541666666666666,99,4,6112.94140625,6144.0
453,13.841666666666667,99,4,6112.94140625,6144.0
456,12.316666666666668,99,4,6112.94140625,6144.0
459,13.408333333333333,99,4,6112.94140625,6144.0
462,13.008333333333333,99,5,6112.94140625,6144.0
465,11.758333333333333,99,5,6112.94140625,6144.0
468,11.191666666666668,99,4,6112.94140625,6144.0
471,11.016666666666666,99,4,6112.94140625,6144.0
474,13.924999999999999,99,4,6112.94140625,6144.0
477,12.4,99,4,6112.94140625,6144.0
480,13.883333333333333,99,5,6112.94140625,6144.0
483,11.841666666666667,99,4,6112.94140625,6144.0
486,12.975,99,4,6112.94140625,6144.0
489,11.716666666666667,99,4,6112.94140625,6144.0
492,11.933333333333332,99,5,6112.94140625,6144.0
495,12.316666666666668,99,4,6112.94140625,6144.0
498,13.658333333333333,99,4,6112.94140625,6144.0
501,14.266666666666666,99,4,6112.94140625,6144.0
504,10.933333333333332,99,4,6112.94140625,6144.0
507,13.1,99,4,6112.94140625,6144.0
510,14.4,99,4,6112.94140625,6144.0
513,11.108333333333334,99,4,6112.94140625,6144.0
516,13.75,99,4,6112.94140625,6144.0
519,13.1,99,4,6112.94140625,6144.0
522,13.616666666666667,99,4,6112.94140625,6144.0
525,11.883333333333333,99,4,6112.94140625,6144.0
528,12.491666666666667,99,4,6112.94140625,6144.0
531,13.233333333333334,99,4,6112.94140625,6144.0
534,11.233333333333334,99,4,6112.94140625,6144.0
537,13.916666666666666,99,4,6112.94140625,6144.0
540,12.883333333333333,99,4,6112.94140625,6144.0
543,13.275,99,4,6112.94140625,6144.0
546,14.616666666666667,99,4,6112.94140625,6144.0
549,12.708333333333334,99,4,6112.94140625,6144.0
552,13.141666666666666,99,4,6112.94140625,6144.0
555,12.924999999999999,99,4,6112.94140625,6144.0
558,9.975,99,4,6112.94140625,6144.0
561,13.666666666666666,99,4,6112.94140625,6144.0
564,13.058333333333332,99,4,6112.94140625,6144.0
567,13.408333333333333,99,4,6112.94140625,6144.0
570,12.450000000000001,99,4,6112.94140625,6144.0
573,12.058333333333332,99,4,6112.94140625,6144.0
576,10.625,99,4,6112.94140625,6144.0
579,14.1,99,4,6112.94140625,6144.0
582,12.4,99,4,6112.94140625,6144.0
585,14.275,99,4,6112.94140625,6144.0
588,14.1,99,4,6112.94140625,6144.0
591,12.058333333333332,99,4,6112.94140625,6144.0
594,11.666666666666666,99,4,6112.94140625,6144.0
597,13.916666666666666,99,4,6112.94140625,6144.0
600,13.533333333333333,99,4,6112.94140625,6144.0
603,13.75,99,4,6112.94140625,6144.0
606,13.441666666666668,99,4,6112.94140625,6144.0
609,13.666666666666666,99,4,6112.94140625,6144.0
612,11.541666666666666,99,4,6112.94140625,6144.0
615,12.666666666666666,99,4,6112.94140625,6144.0
618,14.4,99,4,6112.94140625,6144.0
621,13.049999999999999,99,4,6112.94140625,6144.0
624,13.316666666666668,99,4,6112.94140625,6144.0
627,11.016666666666666,99,4,6112.94140625,6144.0
630,12.966666666666667,99,4,6112.94140625,6144.0
633,11.799999999999999,99,4,6112.94140625,6144.0
636,11.583333333333334,99,4,6112.94140625,6144.0
639,9.891666666666667,99,4,6112.94140625,6144.0
642,11.791666666666666,99,4,6112.94140625,6144.0
645,12.924999999999999,99,4,6112.94140625,6144.0
648,12.058333333333332,99,4,6112.94140625,6144.0
651,12.450000000000001,99,4,6112.94140625,6144.0
654,12.15,99,4,6112.94140625,6144.0
657,13.575000000000001,99,4,6112.94140625,6144.0
660,13.75,99,4,6112.94140625,6144.0
663,12.883333333333333,99,4,6112.94140625,6144.0
666,3.25,0,1,6112.94140625,6144.0
669,0.0,1,19,6112.94140625,6144.0
672,0.0,1,19,6112.94140625,6144.0
